5.000000000000000000e+00,8.300000000000000000e+01
2.022070206520600000e+13,1.000000000000000000e+04
2.022070206520600000e+13,2.000000000000000000e+04
2.022070206520600000e+13,3.000000000000000000e+04
2.022070304034200000e+13,1.000000000000000000e+04
2.022070304034200000e+13,2.000000000000000000e+04
2.022070304034200000e+13,3.000000000000000000e+04
2.022070304034200000e+13,4.000000000000000000e+04
2.022070304034200000e+13,5.000000000000000000e+04
2.022070304034200000e+13,6.000000000000000000e+04
2.022070304034200000e+13,7.000000000000000000e+04
2.022070304034200000e+13,8.000000000000000000e+04
2.022070304034200000e+13,9.000000000000000000e+04
2.022070304034200000e+13,1.000000000000000000e+05
2.022070304034200000e+13,1.100000000000000000e+05
2.022070304034200000e+13,1.200000000000000000e+05
2.022070304034200000e+13,1.300000000000000000e+05
2.022070304034200000e+13,1.400000000000000000e+05
2.022070304034200000e+13,1.500000000000000000e+05
2.022070304034200000e+13,1.600000000000000000e+05
2.022070304034200000e+13,1.700000000000000000e+05
2.022070304034200000e+13,1.800000000000000000e+05
2.022070304034200000e+13,1.900000000000000000e+05
2.022070304034200000e+13,2.000000000000000000e+05
2.022070314014300000e+13,1.000000000000000000e+04
2.022070314014300000e+13,2.000000000000000000e+04
2.022070314014300000e+13,3.000000000000000000e+04
2.022070314014300000e+13,4.000000000000000000e+04
2.022070314014300000e+13,5.000000000000000000e+04
2.022070314014300000e+13,6.000000000000000000e+04
2.022070314014300000e+13,7.000000000000000000e+04
2.022070314014300000e+13,8.000000000000000000e+04
2.022070314014300000e+13,9.000000000000000000e+04
2.022070314014300000e+13,1.000000000000000000e+05
2.022070314014300000e+13,1.100000000000000000e+05
2.022070314014300000e+13,1.200000000000000000e+05
2.022070314014300000e+13,1.300000000000000000e+05
2.022070314014300000e+13,1.400000000000000000e+05
2.022070314014300000e+13,1.500000000000000000e+05
2.022070314014300000e+13,1.600000000000000000e+05
2.022070314014300000e+13,1.700000000000000000e+05
2.022070314014300000e+13,1.800000000000000000e+05
2.022070314014300000e+13,1.900000000000000000e+05
2.022070314014300000e+13,2.000000000000000000e+05
2.022070403424200000e+13,1.000000000000000000e+04
2.022070403424200000e+13,2.000000000000000000e+04
2.022070403424200000e+13,3.000000000000000000e+04
2.022070403424200000e+13,4.000000000000000000e+04
2.022070403424200000e+13,5.000000000000000000e+04
2.022070403424200000e+13,6.000000000000000000e+04
2.022070403424200000e+13,7.000000000000000000e+04
2.022070403424200000e+13,8.000000000000000000e+04
2.022070403424200000e+13,9.000000000000000000e+04
2.022070403424200000e+13,1.000000000000000000e+05
2.022070403424200000e+13,1.100000000000000000e+05
2.022070403424200000e+13,1.200000000000000000e+05
2.022070403424200000e+13,1.300000000000000000e+05
2.022070403424200000e+13,1.400000000000000000e+05
2.022070403424200000e+13,1.500000000000000000e+05
2.022070403424200000e+13,1.600000000000000000e+05
2.022070403424200000e+13,1.700000000000000000e+05
2.022070403424200000e+13,1.800000000000000000e+05
2.022070403424200000e+13,1.900000000000000000e+05
2.022070403424200000e+13,2.000000000000000000e+05
2.022070414555600000e+13,1.000000000000000000e+04
2.022070414555600000e+13,2.000000000000000000e+04
2.022070414555600000e+13,3.000000000000000000e+04
2.022070414555600000e+13,4.000000000000000000e+04
2.022070414555600000e+13,5.000000000000000000e+04
2.022070414555600000e+13,6.000000000000000000e+04
2.022070414555600000e+13,7.000000000000000000e+04
2.022070414555600000e+13,8.000000000000000000e+04
2.022070414555600000e+13,9.000000000000000000e+04
2.022070414555600000e+13,1.000000000000000000e+05
2.022070414555600000e+13,1.100000000000000000e+05
2.022070414555600000e+13,1.200000000000000000e+05
2.022070414555600000e+13,1.300000000000000000e+05
2.022070414555600000e+13,1.400000000000000000e+05
2.022070414555600000e+13,1.500000000000000000e+05
2.022070414555600000e+13,1.600000000000000000e+05
2.022070414555600000e+13,1.700000000000000000e+05
2.022070414555600000e+13,1.800000000000000000e+05
2.022070414555600000e+13,1.900000000000000000e+05
2.022070414555600000e+13,2.000000000000000000e+05
